0,-0.3
1.145427286,-0.9
2.290854573,-1.3
3.436281859,-1.475
4.581709145,-1.8
5.727136432,-1.9
6.872563718,-1.9143
8.017991004,-2.04
9.163418291,-2.1889
10.30884558,-2.4
11.45427286,-2.5
12.59970015,-2.5231
13.74512744,-2.6
14.89055472,-2.6
16.03598201,-2.6286
17.1814093,-2.7
18.32683658,-2.7
19.47226387,-2.7
20.61769115,-2.7
21.76311844,-2.7
22.90854573,-2.7
24.05397301,-2.7
25.1994003,-2.6563
26.34482759,-2.5947
27.49025487,-2.5421
28.63568216,-2.4571
29.78110945,-2.2429
30.92653673,-2.0769
31.98344306,-1.812022761
33.03402647,-1.42990613
34.07828694,-1.045950109
35.1162245,-0.646121739
36.14783912,0.121434783
37.17313083,0.9332
38.1920996,1.565778261
39.20474545,2.318521739
40.21106838,3.2893
41.21106838,4.730478261
42.20474545,7.697282609
43.1920996,9.875478261
44.17313083,11.78016848
45.14783912,14.70980613
46.1162245,17.4026087
47.07828694,20.28761739
48.03402647,23.67483696
48.98344306,26.19530683
49.92653673,27.82351493
50.86330748,29.33913043
51.7937553,30.43298952
52.71788019,31.56320857
53.63568216,32.9009135
54.5471612,34.048
55.45231732,35.09395924
56.35115051,35.855911
57.24366078,36.51458696
58.12984812,37.23678261
59.00971254,37.93126448
59.88325403,38.54691978
60.75047259,39.34894246
61.61136823,40.08245687
62.46594094,40.73662767
63.31419073,41.73834783
64.15611759,43.02271739
64.99172153,44.36665217
65.82100254,45.95555217
66.64396063,47.23465217
67.46059579,48.54078261
68.27090802,50.18086957
69.07489733,51.38843478
69.87256372,52.42471304
70.66390718,53.92819565
71.44892771,55.70295652
72.22762532,57.04184783
73,58.497
73.23078678,77.36646739
72.45525064,75.43108696
71.67339157,73.5585
70.88520957,71.52826087
70.09070465,70.05517391
69.2898768,68.89822435
68.48272603,67.23554348
67.66925233,65.34308696
66.84945571,63.78482609
66.02333616,62.08073043
65.19089368,60.55149457
64.35212828,59.25547826
63.50703996,57.88368478
62.65562871,56.5173913
61.79789453,55.24607289
60.93383743,53.99775413
60.0634574,52.71884783
59.18675445,51.77790626
58.30372857,50.88621739
57.41437977,49.81595652
56.51870804,48.75
55.61671338,47.79408696
54.7083958,46.4903685
53.7937553,45.02154757
52.87279186,43.56900363
51.94550551,42.41369478
51.01189623,41.39921739
50.07196402,39.7995143
49.12570888,37.70137135
48.17313083,34.41834783
47.21422984,30.80676087
46.24900593,27.64554348
45.2774591,24.09309959
44.29958934,21.21684783
43.31539665,18.884
42.32488104,16.07543478
41.3280425,13.11633913
40.32488104,10.66010435
39.31539665,9.074396739
38.29958934,7.810478261
37.2774591,6.800347826
36.24900593,5.966530435
35.21422984,5.015726087
34.17313083,3.856858043
33.12570888,3.230807413
32.07196402,2.7308
30.92653673,2.2692
29.78110945,1.8286
28.63568216,1.4714
27.49025487,1.2737
26.34482759,1.1158
25.1994003,0.9313
24.05397301,0.7667
22.90854573,0.6556
21.76311844,0.5615
20.61769115,0.4875
19.47226387,0.425
18.32683658,0.3625
17.1814093,0.3
16.03598201,0.3
14.89055472,0.3
13.74512744,0.3
12.59970015,0.3
11.45427286,0.3
10.30884558,0.3
9.163418291,0.3
8.017991004,0.24
6.872563718,0.2
5.727136432,0.2
4.581709145,0.3
3.436281859,0.4
2.290854573,0.5
1.145427286,0.7
0,0.2
0,-0.3
